id,location,code,captive,battery_level
28630a74-6ecf-475b-ad10-563ebcd72810,"(39.754421666666666, -104.99748999999998)",,False,82
c71964cb-043e-44ca-a809-b28e4725b716,"(39.748558, -104.997567)",,False,84
c61d9666-064b-4a8e-ae56-6cb9dd48f3f7,"(39.74779243584699, -104.99785794886294)",,False,100
0c2704f2-cbaa-4b76-a2f2-b1a1603c9a88,"(39.74842317406065, -104.99697198169771)",,False,68
7541e0d8-af53-4eef-84a4-3d8830052e6e,"(39.747745, -104.99755833333332)",,False,53
3d9f03b8-5c24-4273-941b-52eb3084bd3b,"(39.74772666666667, -104.99746666666667)",,False,78
431beb07-f40f-473c-8709-5118ed60270a,"(39.746341666666666, -104.99936666666666)",,False,36
d379b91f-74c9-4008-9099-ff54f2c4fc0d,"(39.753147284711886, -104.99547479274564)",,False,58
c1be2c58-d4fc-4f8d-ac3f-c84da22bca50,"(39.74675333333333, -105.00761333333334)",,False,84
d2ec1bc9-295e-45fb-8fbb-681472c6812c,"(39.75313166666667, -104.99543)",,False,66
858edbfb-d524-459d-8e9d-35c9ba0b491a,"(39.753135, -104.995415)",,False,59
1c9ca4a0-7ee1-447e-8fcf-1492e7915f90,"(39.753146666666666, -104.9954)",,False,55
5f1f04de-909d-43f3-8361-8c613b71905b,"(39.753188333333334, -104.99538499999998)",,False,61
c1c6e906-7a7f-4387-85a5-e29759cee558,"(39.748312, -104.996187)",,False,85
fc665329-253e-4d40-8716-820d46ba81d2,"(39.74621166666667, -104.99830666666666)",,False,73
15578274-2a88-4b61-b813-2ef14d83d690,"(39.755203333333334, -104.99601666666668)",,False,72
9a0e03c0-719c-4aad-b4b8-fbadca34fca0,"(39.75616, -105.00898666666666)",,False,52
78413ccd-9fc8-45dc-9420-1247481e2ef6,"(39.756168333333335, -105.00910166666667)",,False,53
e4292ea3-68f4-4541-a32c-524d04f6949a,"(39.749885, -104.99457499999998)",,False,56
5c6a29aa-4c8d-455d-92f0-203082fb5906,"(39.74912333333334, -104.99468999999999)",,False,77
70898de5-92e0-4bd7-a00c-53ba5c2ed00c,"(39.757216666666665, -105.00816333333333)",,False,67
707e6920-30a9-4c7c-9ad1-f256924c2887,"(39.758316666666666, -105.00682833333333)",,False,37
81f802f1-0416-43bb-86de-dd629c731d06,"(39.753703333333334, -104.99369833333334)",,False,100
a221ed51-df85-4de5-8788-0d1cfd986acd,"(39.75369333333333, -104.99369)",,False,100
50bea825-0158-4381-8b4c-cb332e0d833d,"(39.753681666666665, -104.99367500000001)",,False,100
80e51012-f36a-4f3f-8812-b3168ab884b9,"(39.753689, -104.993671)",,False,100
4d08b3b7-31b7-4a48-a5f9-1bd9e91f5951,"(39.753782, -104.993635)",,False,100
7b7e0ca3-ccc6-4c49-b8c5-d2975c220d42,"(39.744974, -105.007745)",,False,68
cd349f74-d45a-4700-8c3f-29be70a428cc,"(39.754623333333335, -104.99398833333335)",,False,79
40592d6d-1912-4a91-8cd2-3fb0b307cb5e,"(39.749619, -104.993407)",,False,58
b5db0a64-e9a9-4fcd-8660-a96667f23f28,"(39.751133333333335, -104.99286666666667)",,False,100
4125935c-57a8-475f-bb53-2d2645186aab,"(39.75300166666667, -104.99286666666667)",,False,46
35782187-8584-461c-a662-1caf82f03ca0,"(39.74348, -105.00385333333334)",,False,67
947e698e-560b-4285-aa2f-b4e465235a1e,"(39.74783, -104.99348499999999)",,False,57
ff4a4c53-c463-40fa-b8da-8cbaa17133f6,"(39.74784833333333, -104.99346166666668)",,False,54
6ead6ac0-3d7f-4d70-b914-8a4c9d993fee,"(39.747875, -104.99336999999998)",,False,57
afd5058d-2d98-44aa-a216-44b0901d4a70,"(39.74918666666667, -104.99269166666666)",,False,55
b179135a-69c8-4a25-9c55-d50c457f718b,"(39.74885166666666, -104.99280500000002)",,False,56
55aa6461-2a82-438d-ba3c-9ccfdd5c3db5,"(39.74771833333333, -104.99343166666668)",,False,64
2aa6f152-4783-442d-9dda-3b6b89efd1c7,"(39.74771833333333, -104.993385)",,False,55
ae694082-43f3-48c9-9e66-dede1b22f5e6,"(39.74791333333334, -104.99314833333334)",,False,48
0207f3c2-de3f-4d4c-b87b-d6ba558b2f06,"(39.74623833333333, -104.99446833333334)",,False,69
f103d2c5-e19a-4879-bc3e-742a4e5b91cd,"(39.74633333333334, -104.99430833333332)",,False,59
b5234dee-7db5-4f24-b424-be174158f073,"(39.75204833333333, -104.99192833333333)",,False,55
e4a08b83-04b5-4a49-86e1-3c7f2651b536,"(39.75214833333334, -104.99193500000001)",,False,59
51614e68-c599-4e5f-b244-5c4d90ea78c6,"(39.75215166666667, -104.99193500000001)",,False,67
1de5e658-ea1d-4202-8009-2facbb1176de,"(39.75212166666667, -104.99191333333334)",,False,66
5a685e39-fa98-424f-b35c-a1825d43eee6,"(39.752113333333334, -104.99187500000001)",,False,55
34d24dc1-e0a4-4a91-9ff4-00b127d706e1,"(39.75763333333334, -105.01086500000001)",,False,94
2cf87c2e-47ed-47ca-a338-ddcd2004947b,"(39.757675, -105.01085666666668)",,False,94
b8f22df8-d93f-44b7-bb2a-241fe53669cd,"(39.759149788915884, -105.00845409939532)",,False,47
2db100c9-e328-452b-891d-52b9e723abb2,"(39.75014833333333, -104.99179000000001)",,False,38
414e6d22-1161-492a-825c-19218fc330a3,"(39.759156368709874, -105.00845971527045)",,False,58
862c6d13-c377-4ad1-9993-120cf55cb4be,"(39.7481, -104.99232500000001)",,False,58
0c1993e3-a8a7-48ae-a30a-7944cab6cf22,"(39.758763, -105.009914)",,False,99
794ea101-a0e4-49d6-ab7b-e795ecddbd7a,"(39.743538333333326, -104.99768833333334)",,False,39
3befe799-2baf-4ad3-a881-fcafb52292e5,"(39.75398333333333, -104.99154666666666)",,False,55
b315f101-bfa6-41ac-b47e-c1947c2e512e,"(39.74441, -104.995578)",,False,93
8da8b5e2-3869-464a-a2cb-bfa388555055,"(39.75808333333334, -105.01129833333334)",,False,36
713acb47-cb9b-4712-877c-76a216287e57,"(39.75455833333333, -104.99156166666668)",,False,44
fc519adb-76c9-4ccd-8c25-e8cc347be81d,"(39.74838666666667, -104.991615)",,False,65
733c3b1e-03d2-48e2-84ec-8a1f6c62c0ec,"(39.75811833333333, -105.01149666666667)",,False,54
2773ffb9-8c5b-49fc-a775-ee36318ed9ae,"(39.758140000000004, -105.01151999999999)",,False,58
3a3563b7-07c5-4f97-a11b-c778b7835eeb,"(39.758136666666665, -105.01153500000001)",,False,48
bd27496c-5034-4de6-b7c3-47657c598e20,"(39.750278333333334, -104.99089833333333)",,False,44
84381242-23ca-46c9-9b37-702f54188101,"(39.7497691, -104.990785)",,False,84
08a52c19-9205-474b-b6b0-d75ae9242e1e,"(39.760036666666664, -104.99709999999999)",,False,100
a3d68abf-f589-465d-a783-157301bc21c1,"(39.74833666666667, -104.99117999999999)",,False,57
c2d02bd9-33c6-4ca6-88cc-ac2869cafeec,"(39.75925, -105.010577)",,False,98
d0260c74-f6cf-4591-9659-f71b8e6d3d24,"(39.758445, -105.01190999999999)",,False,100
5c15245c-47c1-4701-a4df-40425ec61600,"(39.758445, -105.011955)",,False,100
6d8aad80-61f4-4ce9-82fa-f9a2c9993931,"(39.75978166666666, -105.00994166666666)",,False,95
257a5985-9a30-445e-9076-5a2093b80b2d,"(39.74865666666667, -104.990685)",,False,85
bb524de3-d55d-430a-a9b9-33ec983918c6,"(39.748153333333335, -104.99050166666666)",,False,92
9baa751d-9e00-404b-bb9a-ad14d7707474,"(39.759785, -104.99504833333334)",,False,100
2cc49674-42c2-4d4c-9e21-db17dc90883e,"(39.76155833333333, -105.00618000000001)",,False,55
81fada3e-f81f-4a77-bbdd-eab09cc60b08,"(39.76157833333333, -105.00621000000001)",,False,65
55d081b8-3256-4b20-b021-fe381a21f1a2,"(39.761585, -105.00619499999999)",,False,64
ca15f757-025c-410d-b7d3-167819f32e6c,"(39.747086, -104.990753)",,False,64
370e83f9-9907-4e31-8582-e4e9e0697331,"(39.759975000000004, -105.01106333333334)",,False,72
8c720c11-b677-4915-a409-9b7658618002,"(39.74765, -104.99018166666669)",,False,58
8fe5d11f-3807-43eb-8321-de7b87580ca7,"(39.75693166666667, -104.99105833333333)",,False,42
4f9fdbed-4d5b-4b4b-811a-7fb66a7e5527,"(39.745395, -104.991295)",,False,77
2f25474b-50b8-4d3b-98d0-36a82ee884f2,"(39.757171666666665, -104.99083666666665)",,False,54
67937cac-ab8a-4d63-962b-11c121700612,"(39.747436666666665, -104.98979166666668)",,False,55
71944add-508c-484e-89be-93a957314026,"(39.74745166666666, -104.98977666666666)",,False,63
54b57570-1287-4390-a1a7-d1a960b1c331,"(39.7489062, -104.9891019)",,False,100
230024d0-cd27-4e4f-9704-de4432bf8ac3,"(39.74063833333333, -105.00095333333333)",,False,46
bf767cde-92ac-4836-a74e-d670ce1ebdcc,"(39.747303333333335, -104.98969333333335)",,False,57
0243724c-6c0a-4572-9c8e-ab210dc96173,"(39.747055, -104.98976166666668)",,False,72
bdbcfd38-2543-491f-ae67-e55e597ef9af,"(39.74286333333334, -105.01197833333332)",,False,55
39597470-b5b7-4b49-ae5b-9d4c6d9156d0,"(39.762629999999994, -105.00418833333333)",,False,100
ee1f22ea-0a1b-440b-8a3e-628252d51b5b,"(39.74046, -105.00167833333334)",,False,73
eb99f038-1c87-4f3c-b480-2c4ba77f9413,"(39.76267166666666, -105.00406666666667)",,False,35
3b41ef86-95fe-44fa-a4c1-a5775cd9f10a,"(39.740435, -105.001326)",,False,39
66332dad-2b45-4f70-8da0-96393d091472,"(39.75360166666667, -104.98858666666665)",,False,55
1c24ad29-4411-46ce-aa6e-38a1b2f1e15d,"(39.753605, -104.98855666666665)",,False,57
88056ced-5132-4af5-8468-435f75e11ac4,"(39.74264166666667, -104.99392666666667)",,False,53
fa3a73a7-df5f-4bc0-bba1-6ab2b03f1c24,"(39.74263, -104.99388166666668)",,False,67
9d254f04-7a53-47a8-b1ee-d9bf93606bf6,"(39.742565, -104.99391166666668)",,False,59
16d64b96-3ec2-476e-b6fa-100e6353faf9,"(39.75822, -104.99089000000001)",,False,71
0ad6f182-71cf-4121-9a01-04e669b30b92,"(39.74082166666667, -105.00810166666666)",,False,75
0bc6ba47-4b1d-4e20-9f40-17ca75aab355,"(39.747308, -104.989142)",,False,100
047f983b-dc8c-4514-b0a2-c3660dead799,"(39.75361, -104.98826)",,False,52
a32f3002-618c-4ff1-bfa0-8c52aab9f0d7,"(39.745721, -104.990086)",,False,94
6f0fef32-4f18-42af-9e43-53285cba0c64,"(39.74521333333333, -104.99043333333333)",,False,95
03be3261-464c-4f8a-b242-c59814f06191,"(39.74810333333333, -104.98853333333334)",,False,86
f8a53dd1-f3d1-42e0-80eb-af4666109923,"(39.75590166666667, -104.98884500000001)",,False,60
0cae0ff6-e97d-496f-81bc-43320fa6bef7,"(39.739844, -105.002743)",,False,100
436d55cd-8b58-4cd1-8917-fe5e167aa9a3,"(39.76325166666666, -105.00369333333335)",,False,57
2f7a48b6-b3d5-4bd7-89db-787743350bfd,"(39.75586666666666, -104.98879166666666)",,False,57
764da431-99bc-4808-ac5f-1152eda0150e,"(39.763259999999995, -105.0037)",,False,57
fb7c2528-03aa-4093-992d-12f3033c07e6,"(39.763268333333336, -105.0037)",,False,56
4c036add-b3b8-440a-a6f3-565eec22a471,"(39.739799999999995, -105.00272333333332)",,False,92
e437ba57-8e7a-4349-9d26-7fb13692c1b6,"(39.74536166666667, -104.98993666666665)",,False,53
02cd9f3f-5f87-4a30-a373-7b6bbce32486,"(39.739776666666664, -105.00271666666667)",,False,93
679ec3f8-aeec-4ab5-af47-2a7f3407b940,"(39.745284999999996, -104.98996666666666)",,False,59
fb642b7b-2f49-4545-a68a-9916da74b6d7,"(39.74524666666667, -104.98994499999999)",,False,59
a30d3b7e-bdc7-49b1-a7fc-c455099e8b6f,"(39.746055, -104.98907499999999)",,False,83
d06879b8-389f-4683-962f-b09bc79bcd3f,"(39.75013333333333, -104.98738166666665)",,False,92
ba341f97-6b1a-4afc-9442-51d3e1185a68,"(39.750366666666665, -104.98716666666665)",,False,100
b8937da8-b8d3-4126-8fd8-5b40b27e1c94,"(39.750355, -104.98713666666666)",,False,100
5ac1e08c-f9d4-484d-9b31-b52280eb0a80,"(39.745693, -104.988718)",,False,100
fdd09fb4-7324-4f9f-9627-6a1769cf5f7d,"(39.7608, -105.01403833333333)",,False,43
30b744b4-e362-4339-9846-f1a21fed12e6,"(39.741505, -104.99306499999999)",,False,54
2d64cc8e-9f41-4485-8ca9-804002498797,"(39.745936666666665, -104.98808333333334)",,False,100
578a1972-7c23-4845-a105-1b6ade883c22,"(39.749786666666665, -104.98638166666666)",,False,100
a8160a8d-c66b-400b-a5ee-11552f0c6cda,"(39.749868, -104.986365)",,False,100
fa409b67-df12-4ae2-9d7f-9d8d8fde7081,"(39.745734999999996, -104.98792333333334)",,False,100
0b8049bd-bea5-4adf-b72b-f94828f94f76,"(39.749672, -104.986295)",,False,100
26df6188-29a3-4b10-ad02-63d3e7f4fb9a,"(39.7457497, -104.9875938)",,False,100
dd52abcc-9307-479e-827e-01d4ff3826b4,"(39.748493333333336, -104.98630499999999)",,False,68
153d4b8f-7672-410b-91e7-e3650e9d150c,"(39.738346666666665, -105.00293000000002)",,False,94
2d7ad1fa-bdd8-4ff0-97ff-82dd916b99bc,"(39.744400000000006, -104.98846499999999)",,False,52
bb03f0df-085a-4b66-a374-8b6650af8196,"(39.739445, -104.995285)",,False,72
e296c68a-5518-44c4-9008-7f30f5adcff4,"(39.74281, -104.98915166666666)",,False,35
00c5958e-f82c-47ef-9ef4-468d89eebcde,"(39.765278333333335, -105.00524166666668)",,False,67
42e15710-b691-43dc-84d0-6754b1a8799f,"(39.741634999999995, -104.99004333333332)",,False,60
99eab492-2171-49a2-8bcd-005636268bf0,"(39.74651333333334, -104.985725)",,False,92
5933d347-00fc-49e2-87f5-2c556a63b3fb,"(39.750122, -104.98407)",,False,92
94562cbb-db58-4c5d-ad07-11afe9280979,"(39.737003333333334, -105.00518833333332)",,False,100
3b8b2171-1ccc-41e3-a745-d559097bfdad,"(39.736995, -105.00517333333333)",,False,93
b1dc1ec2-7ac2-4939-8831-d6170625c3b8,"(39.73853, -104.99403333333333)",,False,73
b1b77479-c0f1-4d94-a057-e9a535968b47,"(39.749514999999995, -105.02204833333332)",,False,58
e14a27bf-f519-411e-a00a-10fb99847c2b,"(39.74473166666667, -104.98584666666666)",,False,72
77e4d652-5140-461e-bd2b-98f850e9cf70,"(39.738621, -104.993384)",,False,93
53224f16-1f08-4d24-8455-de2c211d35e2,"(39.745575, -104.98519166666668)",,False,100
baa3b01d-cb07-4562-bea1-2842e4734bc0,"(39.759075, -104.98616833333332)",,False,97
d55c579e-55db-421a-a1d3-bf3b0ae258bd,"(39.755790000000005, -104.98428333333335)",,False,59
6e52e95b-829d-4182-8f25-39549fcbd01f,"(39.74528833333333, -104.98525999999998)",,False,100
e11610b1-e70c-4d34-a0bf-db67a2b4d6d7,"(39.74568166666666, -104.98463500000001)",,False,81
575f5c92-664d-4cd0-91ac-957516de9141,"(39.745731666666664, -104.98455833333334)",,False,100
f9504629-af43-40bb-9307-c4382f1a833e,"(39.73672833333333, -104.99728333333333)",,False,56
36f915ab-ef76-42bd-8a17-d30b9d5bdcfd,"(39.7458, -104.984264)",,False,100
f1d54d61-035b-4bcb-ad27-69422c49e1f9,"(39.73833833333333, -104.99160833333332)",,False,62
e77c0a74-1c77-47e4-9da7-2abe4731c0f2,"(39.759079, -104.984804)",,False,68
0822e60a-401a-44b7-a22b-9891fbe65ef6,"(39.74066166666667, -104.98786166666666)",,False,78
363c3b9f-69c7-40c6-9682-dfaf9482a27e,"(39.760071, -104.985006)",,False,68
a6a1d98b-f809-46fa-a7a9-50d1189c6f4e,"(39.74138666666667, -104.98630499999999)",,False,87
e6812212-229a-428f-8169-8af0d8d35985,"(39.74167666666666, -104.98595500000002)",,False,100
f2a5bcbe-e066-4eab-8af4-358f3532fd77,"(39.741683333333334, -104.985885)",,False,100
474c1e9e-88de-4db9-9b56-f86b75551727,"(39.741715, -104.98584000000001)",,False,99
0a94b754-e679-41e2-b220-e07d1ec79d5d,"(39.744413, -104.983526)",,False,74
0e8f65d2-dd02-42e3-ae46-a0045384fd1d,"(39.763310000000004, -104.98776166666667)",,False,29
5dc73c74-ba2c-476f-8309-e0732e8f0d3f,"(39.743885, -104.98358)",,False,59
e3f0e592-92dc-4c97-a6bb-5c30fbbfaff5,"(39.746158333333334, -104.98228499999999)",,False,81
618c3213-0866-4ea5-a851-a15509759aa0,"(39.752735, -104.98092666666668)",,False,43
a1d1daa0-4ba5-4a4b-98f0-afbf8015199a,"(39.73525166666666, -104.99666666666666)",,False,47
d0774acf-a84a-4603-b7f2-0955651fb6d4,"(39.765575, -105.015785)",,False,100
c253998f-be06-4c9f-940c-a614394d70c2,"(39.765568333333334, -105.01581499999999)",,False,88
c63e8406-eceb-4261-adc3-a5d96457f02b,"(39.747167, -104.98133)",,False,91
0981b8f3-3bfc-479d-b65f-18a7e39cf3ea,"(39.743208, -104.983227)",,False,67
322c2833-edec-4f9f-8c91-0db73641396b,"(39.747092, -104.981101)",,False,75
fff83d5a-2f1e-4c73-b35f-8dc2397d2a08,"(39.764030000000005, -104.98715166666668)",,False,95
93a90c48-15d8-4bc0-8f76-fa0dbfd0d17e,"(39.76408333333333, -104.98702166666665)",,False,99
86211187-0ba5-4e5a-8ed2-045f4035e580,"(39.746986666666665, -104.98094166666667)",,False,78
0131d2c8-2056-4af7-80e8-dfe8a65b676e,"(39.76408333333333, -104.98691500000001)",,False,48
b98f95fc-7893-4ffd-86ae-bf37d5011b95,"(39.76407166666667, -104.98686166666667)",,False,65
dddbce55-a292-4226-b3b3-d0ae21585fe6,"(39.76421333333334, -104.98696166666666)",,False,47
30c381ad-3f97-4739-bb12-2244073e59ce,"(39.769171, -105.006469)",,False,100
1462939e-fa79-4e09-9b62-8a8da1717823,"(39.76823, -105.011185)",,False,98
180da7ff-2515-4827-a88a-117bc3d6c102,"(39.76824166666667, -105.01117)",,False,96
8bb03c2c-5c9b-4fe8-b8c6-60c94d1e5546,"(39.768238333333336, -105.011185)",,False,94
313208fd-a473-4c32-80bf-b47f09171688,"(39.76923, -105.006458)",,False,96
b5df6e72-ece9-44da-819a-81f6155408c8,"(39.7431, -104.98233833333333)",,False,48
f4473b1c-e64e-4887-83ce-e115a80c52e0,"(39.769354, -105.006826)",,False,93
2442786c-ad69-4c4c-aedb-ff13c8bd9eef,"(39.769384, -105.006855)",,False,88
83bd9d06-ecb6-48cd-ac2d-79f017fdf7ae,"(39.74171833333333, -104.98320833333334)",,False,59
2b9a1e20-fed1-4314-9df9-3bccee4f5f4f,"(39.741706666666666, -104.98320833333334)",,False,64
5d8a898b-ba5a-472b-b78d-8759466656ce,"(39.74171, -104.98317666666665)",,False,58
f0c883e7-b52d-48ae-b090-c836f1365376,"(39.7417, -104.98317)",,False,57
39e98d44-b524-4701-ab1c-31cdb1836996,"(39.74163106246182, -104.98320254757976)",,False,95
805d9ee9-5967-4175-bab5-8ed5966660f2,"(39.737944999999996, -104.98725166666667)",,False,67
e2ddfda7-3cb0-4785-acc8-ff5d545d6c01,"(39.73687333333333, -104.98875500000001)",,False,58
5c034363-b1ec-4245-a04f-217272a13dc9,"(39.74675333333333, -104.97995833333334)",,False,77
78888233-9f94-4634-8c9e-4ba9424e35ae,"(39.73679, -104.98882333333334)",,False,54
30519152-3511-4b51-a4e4-1f15879ad89b,"(39.736716666666666, -104.98887666666666)",,False,56
38f87cb9-1988-46e7-b0e8-eb5a907c8fff,"(39.761054, -104.98238)",,False,29
b690dade-e97c-438f-93cb-cac9499219ee,"(39.76891, -105.01117)",,False,89
d9d108fc-a4c7-42dc-a648-aac0e86c46c4,"(39.73728166666667, -104.98758000000001)",,False,84
98e3781d-aade-4409-a0c3-a09874655704,"(39.769041, -105.011104)",,False,100
5ffbba9a-e81b-4733-850f-4fd434dfc438,"(39.769208, -105.010838)",,False,97
b496f128-1a03-4116-8fec-255187f73957,"(39.769245, -105.010914)",,False,97
26659863-4630-409a-b403-7a52084ac2e6,"(39.76923979822524, -105.01099943193142)",,False,100
145adafe-006f-468e-9172-4984decb3a33,"(39.769375, -105.010938)",,False,99
10ee6d45-5469-4805-b922-52674cee926d,"(39.739868333333334, -104.98369666666667)",,False,65
77eebee0-d82e-4ece-a0e4-9a01b728cdf4,"(39.739868333333334, -104.98368833333333)",,False,60
dd182bcc-6f86-4917-bf3f-98972c9c4cf6,"(39.739865, -104.98368833333333)",,False,59
d7dd2eb4-77c0-4893-b4cd-afff50a122f2,"(39.761401666666664, -104.98188833333333)",,False,98
af1a7fab-bcfe-42d1-8d53-a31b9b7f91b9,"(39.770428333333335, -105.00057166666666)",,False,76
1f656cfc-c770-458b-a7b9-5ebcf0e48e45,"(39.73518, -104.99048666666667)",,False,53
61dfae34-875c-4e8c-b4d7-bd143c155891,"(39.732501666666664, -105.00169333333334)",,False,73
b86add8e-dbf3-4829-9c15-a8a26d401d17,"(39.762005, -105.0242)",,False,100
3fabb8f4-d94a-48a6-b447-4c97d8616fce,"(39.76172999999999, -104.98127000000001)",,False,41
e7eaa858-dfe0-4107-b1ee-08a2eef65567,"(39.74547166666667, -104.97873666666668)",,False,94
12e41708-2a2c-4491-833d-d12bedb2877c,"(39.762161666666664, -104.98075833333333)",,False,100
ce85ba21-0c86-439b-8f50-641b8754d0a4,"(39.76250833333334, -104.98097166666666)",,False,68
89ede763-bddb-44f6-988b-11b4bbdacaf1,"(39.762601, -104.980865)",,False,60
6877e391-4fa9-40a5-913d-f6b22bbce941,"(39.73179666666667, -105.009285)",,False,57
0d89282e-b77d-4f9a-bd73-1d9aaba4fc4e,"(39.73481833333334, -104.98747999999999)",,False,62
0174358d-9280-476d-b08e-3fc8fb3193f1,"(39.739605, -104.98118666666666)",,False,99
